daysOfTraining,refToMaterials,averageScore,numOfIntermediateClasses,final_result_-1_0_1
38,69,75.71883376,3,-1
14,35,35.25862553,2,1
33,34,47.44185855,2,1
33,58,83.94890908,3,-1
17,21,32.30576732,2,1
14,40,46.58795288,0,1
11,19,56.75319225,1,1
8,17,15.65908299,2,1
26,20,32.88888132,0,1
31,84,72.51231971,4,-1
26,56,73.29730483,5,-1
5,22,48.10190073,1,1
51,65,70.22578329,4,-1
19,55,71.22823882,2,0
24,39,50.49946739,0,1
9,35,42.42243183,1,1
46,48,64.82049425,5,-1
44,82,79.4787655,3,-1
41,43,76.44162199,3,-1
19,31,44.4790186,2,1
18,17,47.38558558,1,1
31,56,83.47030845,4,-1
51,70,73.91806754,3,-1
52,51,73.14315916,3,-1
15,32,55.81676173,1,1
15,28,21.40042235,0,1
47,56,85.53948554,3,-1
25,17,25.28907134,2,1
7,22,45.41599072,0,1
16,18,59.70794201,0,1
28,35,61.94324199,5,-1
29,38,39.71751739,0,1
46,39,50.07300065,3,-1
30,38,49.7410218,0,1
36,60,68.10591044,5,-1
29,36,53.3437775,0,1
19,41,65.17807951,1,1
36,77,85.97426232,3,-1
41,45,72.49072566,4,-1
41,85,68.12959695,5,-1
38,62,66.82272145,5,-1
47,40,84.08064157,5,-1
21,26,53.87986646,2,1
35,66,60.41101247,3,-1
34,69,84.08048527,4,-1
38,66,84.33882187,4,-1
32,47,76.72314782,5,-1
23,38,46.8836566,0,1
38,50,67.13691604,3,-1
32,28,73.43901213,0,0
34,73,84.73306747,5,-1
42,68,99.82982382,5,-1
14,37,37.39358522,0,1
8,44,40.17535063,1,1
12,18,56.92897606,0,1
9,51,42.15993011,0,1
45,74,66.72022741,5,-1
45,72,62.26268132,4,-1
20,44,40.17861632,1,1
32,14,27.96070878,1,1
28,19,58.64232172,1,1
22,56,67.51516261,3,-1
23,14,35.68398565,2,1
2,55,63.36158333,2,0
13,18,37.97618993,2,1
29,59,71.43229717,4,-1
47,58,69.6268567,5,-1
3,18,31.00129567,0,1
21,30,48.12915508,1,1
39,63,62.17945447,3,-1
23,31,44.33714476,1,1
37,11,37.21386495,0,1
14,20,43.76145156,2,1
48,42,82.01024801,4,-1
28,18,43.10998214,2,1
11,14,43.91770086,2,1
2,21,28.92254466,1,1
49,79,77.07145884,5,-1
35,52,79.67853866,3,-1
19,35,45.08193046,1,1
13,23,57.15520587,0,1
34,46,32.70904603,1,1
37,58,64.05548528,3,-1
24,25,58.04452609,1,1
43,52,74.19312879,5,-1
16,31,34.12504339,2,1
47,61,85.31214085,4,-1
27,13,38.70608643,0,1
8,40,55.23489655,1,1
17,39,37.02128056,0,1
38,61,62.51250081,5,-1
29,70,73.79021374,4,-1
36,52,84.30281594,3,-1
50,58,67.50930565,5,-1
41,66,78.36808331,5,-1
41,66,70.3957755,3,-1
24,37,49.25792123,0,1
34,73,74.61404128,5,-1
32,35,54.88473,2,1
45,63,80.4414294,4,-1
33,72,72.887214,3,-1
40,74,50.33703469,5,-1
28,36,46.30432791,0,1
12,30,32.01785718,0,1
49,71,59.46223878,5,-1
60,47,88.19714663,3,-1
28,35,43.47882224,2,1
28,26,28.26480966,1,1
49,59,68.21466128,3,-1
20,37,26.57458559,2,1
29,22,56.06740623,2,1
35,68,74.08494148,5,-1
31,54,75.01740537,5,-1
51,68,66.07778939,3,-1
17,26,33.09768005,0,1
56,59,69.246526,3,-1
21,45,17.9534943,1,1
43,44,87.22442232,5,-1
51,45,66.13960977,5,-1
24,23,65.03541693,1,1
12,15,47.87722375,1,1
19,20,40.12052915,1,1
30,41,41.52721093,0,1
49,64,64.76307452,5,-1
11,32,43.70921887,1,1
22,13,5.30371802,2,1
46,76,75.51075246,5,-1
37,37,58.11454385,1,1
32,49,75.26611018,3,-1
19,42,46.37384478,2,1
14,22,30.14367079,1,1
9,33,45.36109474,2,1
29,20,43.62478936,0,1
13,31,57.95880077,2,1
31,25,66.81509653,0,1
11,19,68.78639792,1,1
30,56,83.27494072,3,-1
56,63,78.11105847,4,-1
29,58,78.92741695,3,-1
9,34,34.3472395,1,1
20,30,0,2,1
28,29,44.70890613,1,1
23,39,67.06376716,2,1
10,34,44.13790336,2,1
20,20,21.87185534,1,1
27,39,35.68172511,0,1
65,45,72.07974414,4,-1
39,26,92.19439612,5,-1
2,37,34.99147876,0,1
39,44,69.84773268,3,-1
21,44,43.32390297,0,1
21,29,50.5380775,1,1
29,44,68.61227262,4,-1
43,69,66.99538846,5,-1
24,30,24.54082939,2,1
42,63,91.59412365,3,-1
31,87,81.10286214,3,-1
36,73,88.35788049,3,-1
47,39,80.91665778,5,-1
44,54,84.41020782,5,-1
48,63,67.18941955,3,-1
43,57,81.91907552,3,-1
24,49,58.03280694,0,1
18,35,29.61535124,0,1
58,81,75.0092434,3,-1
45,56,93.27873527,5,-1
39,52,84.65609944,3,-1
24,28,50.19923982,2,1
14,15,27.97499451,1,1
38,37,87.79785385,3,-1
12,16,54.54944096,2,1
18,9,54.98694435,1,1
39,51,60.97101462,3,-1
33,30,45.35033663,2,1
22,25,59.54866208,0,1
23,29,41.28840452,2,1
35,30,81.02702612,3,-1
32,53,72.56615769,5,-1
39,70,77.30191924,3,-1
35,78,78.6631104,3,-1
25,29,53.22949108,2,1
47,36,70.67395382,3,-1
17,26,39.92823126,0,1
6,33,46.47237559,1,1
37,9,27.3973657,2,1
43,86,76.36668488,5,-1
50,47,79.08968707,5,-1
49,65,66.75192454,5,-1
16,35,38.86503322,0,1
18,30,74.29991764,0,1
26,28,19.18286241,2,1
31,44,77.38319344,5,-1
43,82,73.36153352,4,-1
24,14,45.10227931,0,1
22,21,100,1,1
28,94,81.48132608,3,-1
22,78,67.3941243,5,-1
12,16,79.95625002,1,1
37,60,59.87420623,4,-1
23,61,78.02126645,5,-1
10,34,35.72577259,0,1
9,32,60.44203915,2,1
16,31,16.89550211,2,1
18,23,16.53331037,1,1
43,65,88.77036752,4,-1
14,30,50.7003212,0,1
54,39,71.84270201,5,-1
33,40,54.56730512,0,1
22,26,49.74889061,0,1
11,41,27.544632,2,1
29,36,53.24221355,0,1
20,26,25.69262762,0,1
35,60,81.04224156,3,-1
49,57,68.29609056,3,-1
26,38,63.3390872,3,-1
55,62,84.56012139,4,-1
32,72,59.42680332,4,-1
14,24,38.98785213,2,1
43,55,94.74269106,4,-1
31,42,43.74418468,2,1
26,43,36.9836764,1,1
10,31,57.13597681,0,1
27,45,61.92183846,3,-1
38,66,79.13938301,3,-1
30,71,72.7891569,5,-1
25,15,41.46275247,2,1
13,14,56.95237984,2,1
38,58,71.98085343,3,-1
30,79,82.5478916,3,-1
20,23,26.04953481,0,1
22,23,58.06138459,0,1
9,30,40.07858325,2,1
26,43,29.48805223,1,1
0,19,63.65543117,0,1
17,42,62.53398346,0,0
50,36,84.09574859,3,-1
18,35,42.4697263,1,1
31,21,56.57209147,1,1
33,50,67.74930776,4,-1
37,71,72.45020947,5,-1
47,31,66.54705338,3,-1
23,35,27.83929873,1,1
22,35,27.40906131,0,1
19,46,22.10620222,0,1
8,23,40.08635541,1,1
26,41,52.17570111,2,1
35,67,77.17203682,3,-1
38,53,82.07598037,5,-1
51,62,68.8503581,4,-1
25,51,75.68224423,3,-1
15,27,36.84884494,1,1
20,23,48.41210224,0,1
48,99,83.62635425,4,-1
19,45,62.44478014,0,1
19,17,55.82919818,2,1
42,39,83.93807871,3,-1
18,18,26.40447626,2,1
10,26,44.55829948,1,1
13,16,41.18219074,2,1
14,47,68.03967312,2,1
35,53,90.22873767,5,-1
3,40,44.08814622,2,1
40,53,63.13643209,4,-1
2,22,77.23016912,1,1
27,69,76.6610813,4,-1
13,19,68.38011013,0,1
48,79,73.4109761,4,-1
23,44,58.96513857,1,1
26,54,75.95106378,4,-1
40,45,85.54129345,3,-1
29,21,50.49465521,1,1
22,26,46.66405264,0,1
41,46,86.96500318,4,-1
14,25,33.17917726,0,1
31,50,77.28714846,4,-1
51,76,62.880031,4,-1
24,12,37.34103374,1,1
22,40,53.5573307,0,1
47,40,84.29629874,4,-1
44,73,62.66358851,3,-1
16,33,54.36331977,1,1
22,40,12.87740721,2,1
26,29,47.31436999,1,1
50,72,64.42820545,3,-1
19,21,59.37596557,1,1
48,37,61.31663578,5,-1
38,77,52.5992092,4,-1
47,56,86.9034232,3,-1
29,89,89.01218352,4,-1
19,5,33.36061408,1,1
19,15,25.24310028,1,1
23,31,27.21051931,2,1
7,30,34.30701244,1,1
52,50,72.92656494,5,-1
43,44,17.95567491,0,0
41,69,67.21531196,3,-1
16,32,55.9066864,0,1
33,37,60.02339711,1,1
21,28,51.48987072,2,1
50,37,79.07767827,5,-1
12,26,61.77271556,1,1
38,51,91.13188759,5,-1
41,63,70.301305,5,-1
30,45,67.94164041,4,-1
29,62,88.22151267,4,-1
29,42,19.02059268,2,1
33,87,63.49350058,3,-1
38,64,86.28135123,5,-1
39,68,87.05829929,5,-1
35,78,86.14522423,5,-1
16,38,12.0888959,0,1
4,27,42.05028054,0,1
40,59,87.5309765,3,-1
41,68,67.86768098,4,-1
40,73,69.83580132,4,-1
19,21,26.38226097,0,1
41,62,74.37644567,4,-1
31,65,77.69984655,5,-1
18,27,46.13912822,1,1
15,34,44.1637549,0,1
41,54,72.27842256,3,-1
50,41,81.39089775,4,-1
33,53,79.55116423,4,-1
37,55,57.95591243,3,-1
26,37,44.65580259,0,1
43,44,84.47962747,3,-1
35,41,71.72462513,5,-1
30,49,90.55908949,5,-1
28,75,61.57289324,4,-1
28,30,16.04896281,1,1
29,27,41.60961136,1,1
23,22,58.89987709,1,1
46,61,71.29228557,5,-1
57,64,64.74303252,4,-1
10,18,52.88189349,1,1
35,62,76.82971355,5,-1
37,54,80.22552351,4,-1
13,84,76.29627597,4,-1
27,95,76.47660248,5,-1
38,66,81.9687817,5,-1
25,15,58.81315524,0,1
29,24,69.69628164,0,1
39,48,76.65806448,5,-1
30,33,35.48253497,2,1
48,70,85.91728757,4,-1
34,77,78.83857188,4,-1
42,58,67.74725569,5,-1
23,62,71.53340759,4,-1
25,35,17.17832267,0,1
30,46,75.98450703,5,-1
30,23,43.04859466,1,1
22,19,31.02978535,1,1
15,31,60.2904406,0,1
40,68,78.22363953,3,-1
14,17,22.37751228,1,1
22,2,50.41284326,1,1
34,97,79.68057529,5,-1
46,59,82.16218853,5,-1
15,20,32.48505845,1,1
42,63,80.21430485,3,-1
17,38,50.15636253,2,1
38,65,78.95386279,3,-1
50,40,63.68294648,3,-1
50,49,59.86063745,3,-1
29,48,73.50077794,5,-1
18,25,47.00734091,1,1
26,40,34.86150359,0,1
21,32,21.43602989,2,1
31,51,80.36945704,3,-1
18,24,33.72668505,0,1
41,74,59.77938256,3,-1
25,56,77.95438598,4,-1
34,67,76.1025953,3,-1
32,57,69.70448735,3,-1
17,24,46.41617734,0,1
8,27,46.6262059,0,1
48,70,55.88766877,5,-1
50,76,83.39026491,4,-1
40,54,69.04626587,4,-1
21,36,34.43791184,2,1
32,44,91.27261351,4,-1
56,62,81.34036635,4,-1
39,67,48.36232553,4,-1
32,42,63.44898999,3,-1
31,49,75.5846014,3,-1
32,29,46.83837677,0,1
17,41,26.54509704,2,1
16,31,46.46938753,1,1
26,57,92.13263631,3,-1
10,34,23.08693918,2,1
21,27,54.17638017,0,1
17,73,81.7510201,3,-1
6,31,6.716518927,2,1
55,61,75.80799885,5,-1
22,43,74.72796735,2,1
27,57,76.13261704,5,-1
23,17,35.21144847,2,1
16,33,68.82337519,2,1
36,68,69.34754118,5,-1
10,36,68.08962157,1,1
48,50,82.46623245,5,-1
18,42,71.0837268,2,0
39,65,67.05399956,4,-1
36,76,94.20753072,4,-1
52,73,70.07797494,3,-1
16,25,51.28057686,0,1
42,58,65.68839204,5,-1
34,50,77.11362857,5,-1
27,35,69.942627,3,-1
47,69,63.44780425,5,-1
46,51,77.06290356,3,-1
44,47,57.93478658,4,-1
32,41,77.19910687,4,-1
25,38,64.12663685,1,1
33,21,64.55182664,1,1
10,29,33.59822753,2,1
8,61,73.72246422,3,-1
13,22,34.03475583,0,1
10,21,47.61653239,2,1
23,24,28.80151986,2,1
42,40,82.46643561,4,-1
16,17,39.34231208,1,1
37,59,67.12162667,3,-1
48,61,86.73321026,5,-1
32,71,85.18031518,5,-1
43,43,80.27591947,4,-1
8,24,24.38795129,0,1
50,68,82.65910924,3,-1
24,28,30.52871288,2,1
43,64,51.7953912,3,-1
31,83,82.76208713,5,-1
53,48,80.0275338,5,-1
6,25,69.67090308,1,1
17,43,24.9324431,2,1
41,77,85.50927824,4,-1
31,78,72.47865399,4,-1
38,94,59.19560808,5,-1
24,26,45.7897264,0,1
16,27,61.85113193,0,1
44,49,87.60619538,3,-1
53,61,76.56251009,3,-1
51,50,65.94318661,3,-1
28,34,81.17455485,5,-1
45,70,81.03381832,4,-1
35,66,52.44245707,4,-1
26,60,72.08909307,4,-1
33,69,71.73243718,4,-1
35,67,84.34531287,5,-1
21,33,38.87226925,0,1
32,25,64.80532712,1,0
13,50,30.61729628,0,1
22,104,93.18961924,3,-1
33,46,80.39053045,5,-1
44,43,58.07729169,4,-1
22,38,77.57645472,1,1
17,43,51.01362555,0,1
26,19,37.59147229,1,1
26,39,98.85571987,5,-1
47,76,82.91678409,4,-1
12,25,49.45273122,0,1
46,75,70.34256149,3,-1
33,42,22.54240473,1,1
17,36,77.92140624,2,1
9,32,17.20285389,1,1
46,57,75.20424139,4,-1
30,64,68.97538807,4,-1
24,54,60.99023726,4,-1
24,14,64.02219971,0,1
33,68,81.1166338,3,-1
7,21,58.82818497,2,1
32,49,63.98950643,3,-1
25,23,44.36398082,2,1
16,36,35.98234007,2,1
9,0,68.58059364,2,1
25,20,53.667231,2,1
12,19,53.04603635,2,1
5,72,72.78314004,5,-1
11,63,81.29840836,4,-1
33,82,46.94235646,5,-1
27,50,94.06229717,3,-1
48,81,64.08412724,3,-1
25,53,74.35483195,4,-1
25,49,77.0917444,5,-1
24,79,87.60139613,4,-1
8,26,25.71216913,2,1
41,62,76.52159126,3,-1
33,34,53.02708905,2,1
21,31,34.70740239,0,1
20,30,51.73310934,1,1
42,67,70.399793,4,-1
53,80,59.12292987,5,-1
19,25,24.49910858,1,1
35,42,71.9687608,4,-1
59,41,77.92256032,3,-1
19,32,45.29526356,1,0
21,45,31.68481795,1,1
33,43,64.09790846,1,1
14,43,23.2012315,0,1
35,75,77.05363664,3,-1
37,68,81.34476481,4,-1
18,21,55.52108441,0,1
44,55,71.90212351,5,-1
26,63,98.53877083,3,-1
44,58,70.58421469,3,-1
36,47,88.39928486,5,-1
24,35,61.81510842,2,1
33,60,79.11180861,5,-1
23,23,48.75193164,1,1
33,29,24.35661419,1,1
23,47,73.49183686,1,1
19,16,53.39194853,1,1
53,49,75.13749362,3,-1
32,59,78.1206347,4,-1
21,24,21.88600749,1,1
26,19,38.4123766,2,0
64,52,85.8634067,3,-1
17,11,43.1701958,1,1
11,22,42.38420317,0,1
25,11,48.54957461,2,1
42,74,61.29655009,5,-1
14,31,88.6374327,3,-1
35,74,79.96963067,3,-1
13,30,37.22505866,1,1
20,10,49.73601352,0,1
23,104,70.46586494,5,-1
30,47,86.78555179,5,-1
21,27,41.5622391,1,1
37,39,84.89800565,5,-1
38,38,67.82088556,3,-1
25,35,32.30477872,2,1
14,26,60.63548012,1,1
40,35,68.36049644,4,-1
16,25,36.62395955,2,1
13,20,34.75138427,2,1
35,44,73.53472811,5,-1
34,46,54.08588483,1,1
20,33,40.90111436,2,1
51,52,71.85273541,5,-1
38,69,60.27705679,3,-1
36,16,21.73854132,2,1
42,70,75.26229678,4,-1
26,27,35.00266747,2,1
23,24,41.48869711,2,1
23,36,26.59506676,1,1
44,66,80.2109298,5,-1
26,31,32.81020768,2,1
54,43,70.17091879,3,-1
41,31,80.56678534,4,-1
29,60,92.09345608,5,-1
24,34,38.20831389,1,1
4,26,31.01566542,0,1
24,69,71.65585129,4,-1
17,37,35.45510294,0,1
29,17,28.02564875,2,1
35,94,72.76479152,3,-1
22,24,80.40984115,1,1
27,21,63.90042816,0,1
18,24,56.04315387,1,1
20,15,34.77837019,0,1
44,44,75.2918858,5,-1
49,37,89.38169139,5,-1
46,88,77.30615385,5,-1
27,12,61.45420308,2,1
42,60,53.94544747,5,-1
12,30,6.791468498,1,1
43,47,78.57481557,4,-1
32,48,75.34323953,4,-1
18,44,39.5551272,0,1
5,16,35.98763354,1,1
19,62,54.95756288,4,-1
40,59,84.53045264,4,-1
21,50,43.84525278,2,1
45,41,79.91771797,5,-1
26,45,61.50337935,1,1
16,17,23.71120334,0,1
35,26,51.62648325,1,1
42,64,54.37751093,4,-1
9,27,40.50843655,2,1
27,24,64.99315668,0,1
27,28,55.86937763,0,1
52,50,75.50538579,3,-1
11,47,44.67246058,2,1
49,58,45.76573183,4,-1
40,56,68.88118094,3,-1
21,22,58.3897235,2,1
53,69,97.31608921,4,-1
44,35,75.83589637,4,-1
16,42,42.34064158,1,1
8,45,44.79331234,2,1
28,30,19.26806689,1,1
19,42,91.63961359,4,-1
17,15,50.45999994,1,1
46,63,74.65186631,3,-1
19,29,57.82593956,0,1
24,17,29.61785087,0,1
51,64,72.94360719,3,-1
21,40,50.55464998,1,1
11,14,42.87754399,1,1
39,0,70.38052323,5,-1
33,22,26.37865775,1,1
13,38,24.44329616,1,1
46,65,74.26283021,4,-1
41,53,77.36732223,3,-1
20,23,47.01260417,0,1
40,65,62.44349947,5,-1
52,67,76.15841934,5,-1
43,70,73.65967763,5,-1
18,38,41.75090744,1,1
37,36,39.20979805,0,1
25,23,70.37715433,2,1
8,48,78.38817883,0,0
42,69,76.47742823,5,-1
23,37,45.34517086,0,1
16,18,13.56050512,0,1
16,48,67.35397473,0,1
30,26,33.46367139,0,1
30,27,55.76279103,1,1
34,78,87.37378354,3,-1
30,41,16.29997403,2,0
37,76,94.13447804,4,-1
27,9,43.79594841,1,1
40,58,67.77771215,4,-1
50,92,66.30604545,5,-1
43,63,98.96376164,3,-1
14,39,40.96149257,2,1
16,30,41.11772754,1,1
22,37,68.46833579,0,1
46,28,83.45173245,4,-1
51,50,64.99095972,3,-1
44,37,82.44017174,3,-1
18,25,51.24300773,0,1
16,16,39.15567744,1,1
17,28,56.28630937,0,1
49,58,82.4593003,4,-1
36,75,77.7446834,4,-1
16,36,38.61263603,1,1
59,30,74.05540577,3,-1
51,48,79.05240101,4,-1
48,83,97.04365558,5,-1
13,25,33.42969405,2,1
25,91,68.71091632,4,-1
23,39,64.13654601,1,1
13,34,39.75006572,1,1
12,42,52.12030289,0,1
26,40,66.07901965,2,1
40,29,62.89398575,5,-1
42,66,61.00292638,3,-1
24,55,75.58378115,4,-1
19,26,38.58285755,0,1
40,78,73.72151083,4,-1
8,47,45.41284817,0,1
36,34,66.05373766,1,1
23,39,29.49020909,0,1
14,32,43.42992031,0,1
55,46,74.05911461,3,-1
28,29,27.81329526,1,1
32,33,32.61335336,2,1
35,90,72.03362815,4,-1
37,59,67.44449041,5,-1
10,24,34.30304747,2,1
21,66,62.15717844,3,-1
29,51,64.04671644,4,-1
15,12,47.92590619,0,1
26,45,68.02644817,3,-1
21,42,74.61688967,5,-1
29,89,78.08691859,4,-1
18,35,55.85347482,0,1
20,39,32.36686646,1,1
31,66,72.77734014,5,-1
36,46,90.7879547,3,-1
20,35,36.00511406,1,1
25,18,78.9425886,2,1
41,49,46.87238645,5,-1
8,26,33.67752355,0,1
11,29,54.12330898,2,1
21,31,36.16673763,2,1
24,41,37.00738332,1,1
34,37,78.67631747,3,-1
24,38,65.30654297,0,1
36,52,64.23429526,4,-1
36,61,71.33576183,5,-1
43,58,83.22454605,4,-1
11,44,49.09452421,0,1
33,11,86.55903664,2,1
54,55,74.16490149,5,-1
23,48,32.74685531,2,1
12,29,27.36136699,1,1
22,29,35.65658849,2,1
27,34,42.67411099,1,1
19,38,57.49542795,2,1
33,51,89.6908763,5,-1
7,36,12.16839359,1,1
51,107,74.21877325,5,-1
19,33,45.64208188,1,1
31,46,86.09783185,3,-1
23,75,73.1002617,4,-1
28,36,56.34303451,0,1
46,62,64.91251651,3,-1
20,31,31.76023708,2,1
33,71,73.63265262,4,-1
27,23,60.14106016,1,1
14,46,27.09171075,1,1
42,114,65.65721264,3,-1
18,31,44.81276559,2,1
36,82,86.33719372,3,-1
42,51,76.50977808,5,-1
38,62,72.6199635,5,-1
21,63,69.57783941,5,-1
18,26,78.35325954,1,1
14,39,55.67708937,1,1
35,56,68.20040695,3,-1
34,63,75.8902461,3,-1
35,58,86.73882855,3,-1
21,44,59.64214066,0,1
46,59,73.06204231,4,-1
46,49,75.87349464,3,-1
26,29,73.3194911,0,1
38,74,73.09888122,5,-1
22,54,88.36491204,5,-1
36,67,91.06209827,3,-1
46,55,84.50263975,5,-1
29,60,67.27304316,3,-1
25,62,72.04038395,5,-1
49,42,78.25700582,4,-1
26,35,53.96349198,5,-1
24,10,33.47528121,0,1
27,29,31.30251312,1,1
39,24,40.25131501,2,1
28,39,52.77520921,1,1
29,25,39.27575973,1,1
12,44,60.40517905,1,1
13,27,49.42385874,2,1
24,19,32.31069745,0,1
22,14,38.57468047,0,1
19,20,44.93394234,0,1
20,47,63.91141267,1,1
26,80,67.74779372,4,-1
45,68,86.65286315,3,-1
41,32,87.33949046,4,-1
28,42,65.01105978,3,-1
41,42,83.34693812,3,-1
17,36,68.41836527,2,1
30,3,44.10137726,0,1
10,17,52.72481523,0,1
22,29,29.51107918,2,1
46,53,75.81933745,4,-1
28,56,71.97903148,3,-1
25,27,56.54991653,1,1
19,17,26.59181549,0,1
54,55,82.45369197,4,-1
34,60,59.91113236,4,-1
23,23,56.35182999,2,1
31,80,93.036424,3,-1
48,19,71.77769549,5,-1
31,74,77.48973965,5,-1
22,31,50.63173478,0,1
32,68,70.24703264,4,-1
15,35,62.96120483,2,1
30,21,71.27517909,5,-1
33,35,50.87355722,1,1
26,41,79.85841138,2,0
11,62,78.5679267,5,-1
44,76,86.61275314,5,-1
24,48,36.34061343,2,1
26,59,74.16670964,5,-1
20,24,33.49254088,2,1
31,23,50.64266223,1,1
23,40,77.27209641,3,-1
44,49,83.55728416,4,-1
25,45,85.72671743,4,-1
30,33,72.13686096,2,1
20,32,33.12063023,2,1
15,24,43.31276756,2,1
20,29,51.09544268,1,1
35,55,52.12038275,5,-1
42,78,77.13136714,3,-1
36,51,69.46392861,3,-1
25,33,30.31392162,1,1
29,45,70.89818993,2,0
34,46,69.470239,3,-1
42,43,72.35721319,5,-1
12,28,65.43879903,1,1
22,27,25.01293403,2,1
41,74,79.17238081,3,-1
31,38,67.95383516,4,-1
35,57,64.05279289,5,-1
41,39,77.52960531,5,-1
22,17,55.94433026,1,1
54,55,52.47369199,5,-1
29,66,96.81453553,4,-1
32,2,54.89845041,0,1
37,13,87.45931232,3,-1
45,72,60.84582884,3,-1
30,55,89.84919123,5,-1
55,52,94.60226124,3,-1
16,26,52.53663254,0,1
33,45,70.23304137,0,1
36,57,57.91625793,4,-1
28,45,71.23724555,0,1
10,30,80.18597317,5,-1
16,27,34.7018241,0,1
14,19,41.10555587,2,1
57,72,73.02429591,4,-1
17,32,19.45193804,2,1
10,29,60.80328022,2,1
37,42,79.20785801,3,-1
50,62,98.91484834,3,-1
16,14,53.73851435,2,1
46,63,84.21444014,3,-1
60,50,67.50810905,4,-1
49,58,79.25161442,4,-1
31,64,96.43531015,5,-1
31,53,47.94127268,4,-1
17,23,53.13317355,2,1
14,19,44.12688785,0,1
28,36,52.38954981,1,1
51,54,79.89528138,3,-1
28,33,41.33127495,2,1
34,40,63.45027858,3,-1
30,32,31.36122762,0,1
44,80,75.08510452,3,-1
27,76,68.19023499,5,-1
12,32,26.80966773,2,1
34,77,76.3498505,4,-1
46,51,81.17337469,4,-1
21,32,27.17233355,1,1
30,28,60.0095331,1,1
52,57,56.96521186,4,-1
18,30,40.28494149,1,1
22,27,43.9048546,2,1
15,32,34.18095375,1,1
23,27,43.77702301,0,1
15,32,20.83074093,2,1
31,35,27.54985304,1,1
10,28,52.44863336,2,1
39,80,87.53393481,3,-1
46,79,67.93336847,3,-1
14,34,62.24704522,1,1
31,49,92.59653597,3,-1
12,36,49.40060935,0,1
33,63,94.69016834,5,-1
21,25,67.95545864,2,1
15,33,10.57297078,0,1
38,39,80.75422553,5,-1
46,73,79.7322095,5,-1
47,59,74.16641538,5,-1
18,42,33.90048056,2,1
36,40,69.07349411,5,-1
35,37,68.86987666,2,1
38,70,75.56391325,5,-1
35,43,71.20655165,5,-1
28,13,51.55876303,2,1
16,31,52.10391847,2,1
54,21,53.64911306,4,-1
24,65,74.8963886,3,-1
28,51,67.6302094,4,-1
22,20,50.61285193,2,1
42,24,79.83704547,4,-1
25,37,63.37253716,1,0
31,80,72.68673744,4,-1
30,65,91.92927637,4,-1
51,62,68.42118474,3,-1
10,8,33.52307973,0,1
22,44,39.00581825,2,1
11,33,25.85251453,2,1
19,91,74.02089455,4,-1
38,47,63.03377809,5,-1
20,15,53.94000868,2,1
25,21,50.71765681,0,1
42,35,8.735412594,0,0
33,44,71.19857194,5,-1
15,33,47.23266795,2,1
4,23,57.90374423,1,1
37,67,67.62409226,5,-1
56,83,91.24142938,3,-1
25,57,75.86524449,5,-1
33,24,37.20783489,2,1
28,27,48.36262883,2,1
45,50,75.88484824,3,-1
45,51,84.74296848,5,-1
12,40,26.64726717,2,1
25,63,76.66500464,4,-1
25,64,81.83460447,4,-1
24,2,39.597416,2,1
53,70,93.64329621,4,-1
33,59,73.56620284,4,-1
26,28,54.45788634,2,1
18,21,33.54166606,0,1
40,75,61.35967231,4,-1
41,67,58.47572153,3,-1
8,27,25.16156212,2,1
19,30,36.44331575,2,1
16,75,51.82139655,4,-1
20,35,52.24430547,0,1
26,26,35.45890472,1,1
48,105,78.09290508,5,-1
36,73,68.95368926,5,-1
19,13,57.99650671,0,1
17,37,47.97838678,1,1
39,85,78.91414077,4,-1
23,41,18.01784211,1,1
7,16,34.9154999,2,1
13,27,25.35154295,2,1
34,52,82.80470621,5,-1
28,19,66.61923983,0,1
25,24,49.64347741,0,1
11,40,58.74571922,0,1
16,14,57.6742747,0,1
26,35,74.00211491,3,-1
21,38,40.55569318,0,1
30,52,58.29083073,4,-1
30,65,58.27193302,4,-1
16,36,74.59947999,1,1
50,61,92.15603436,5,-1
45,61,93.03413117,4,-1
20,35,51.60546616,0,1
49,60,73.56387636,4,-1
35,19,34.24200444,1,1
22,22,50.46931613,1,1
21,33,38.3821406,2,1
38,46,71.07548926,4,-1
42,37,87.51288636,4,-1
43,47,59.76069357,5,-1
16,29,65.05132308,2,1
22,32,31.90338068,2,1
22,27,31.54117889,2,1
34,55,76.3402051,4,-1
46,62,77.63980923,5,-1
48,57,72.74688379,5,-1
19,18,68.64495095,1,1
46,83,89.18636047,4,-1
39,38,65.09877238,3,-1
27,47,74.81661931,5,-1
25,30,55.57011499,2,1
10,27,44.81635419,1,1
34,89,70.18874576,3,-1
22,51,75.2051709,5,-1
25,51,62.97509128,3,-1
27,31,33.31168919,2,1
18,46,6.511447877,1,1
18,36,22.69220215,1,1
49,53,75.53380481,5,-1
31,63,81.68440765,3,-1
10,35,36.50285024,2,1
3,45,71.42533281,1,1
33,36,69.03600027,5,-1
57,61,84.87929015,3,-1
13,37,39.21643319,2,1
16,35,58.77126369,0,1
60,68,68.14780277,3,-1
45,40,81.10151839,3,-1
11,31,26.21344766,2,1
18,23,74.18588549,0,1
14,49,46.79683629,1,1
20,93,66.73710952,3,-1
15,23,30.83149685,2,1
34,58,77.07959188,5,-1
16,33,45.64613937,0,1
38,71,77.64458155,3,-1
8,42,28.06294048,0,1
32,60,82.67222988,4,-1
20,17,66.1945091,1,1
17,34,8.040635869,0,1
35,36,40.31185558,2,1
